year,name,artists,acousticness,danceability,energy,liveness,speechiness,weight
2011,Wanted You More,['Lady A'],0.319,0.461,0.71,0.104,0.0422,0
2011,Take You Higher - Radio Edit,"['Goodwill', 'Hook N Sling']",0.0391,0.674,0.708,0.114,0.0281,0
2011,Right Before My Eyes,['Cage The Elephant'],0.000282,0.488,0.903,0.131,0.0373,0
2011,Interlude,['J. Cole'],0.936,0.521,0.285,0.115,0.105,0
2011,It Takes Time to Be a Man,['The Rapture'],0.18,0.53,0.593,0.118,0.0352,0
2011,Detrás de Mi Ventana - Banda,['Jenni Rivera'],0.503,0.725,0.529,0.312,0.0286,0
2011,Paris,['M|O|O|N'],0.105,0.65,0.666,0.096,0.0463,0
2011,The Champ,['Nelly'],0.212,0.548,0.883,0.0828,0.0766,0
2011,Time Well Spent,['Tom Felton'],0.252,0.67,0.609,0.0916,0.0302,0
2011,Gangsta,['Tune-Yards'],0.0983,0.698,0.758,0.79,0.086,0
2011,The Chair,['George Strait'],0.442,0.65,0.468,0.311,0.024,0
2011,Renuévame,['Marcos Witt'],0.899,0.667,0.522,0.758,0.0341,0
2011,Somos Más Americanos,"['Los Tigres Del Norte', 'Zack De La Rocha']",0.222,0.557,0.628,0.707,0.0405,0
2011,Endtapes - Soundtrack Version,['The Joy Formidable'],0.0218,0.54,0.746,0.122,0.0454,0
2011,The Gospel (According to Fishermen),['Tyler Childers'],0.924,0.612,0.16,0.104,0.0518,0
2011,El Hijo Desobediente,['Jorge Gamboa'],0.13,0.622,0.638,0.192,0.0503,0
2011,Shy Ronnie 2: Ronnie & Clyde,"['The Lonely Island', 'Rihanna']",0.00257,0.624,0.77,0.295,0.209,0
2011,Wepa,['Gloria Estefan'],0.0248,0.789,0.751,0.103,0.318,0
2011,Two Shots,['Lil Wayne'],0.00484,0.419,0.615,0.13,0.197,0
2011,Bizness,['Tune-Yards'],0.196,0.76,0.76,0.113,0.0509,0
2011,Seis Pies Abajo,['Los Cadetes'],0.278,0.804,0.683,0.0535,0.0732,0
2011,Antidote - Radio Edit,"['Swedish House Mafia', 'Knife Party']",0.00645,0.648,0.859,0.135,0.111,0
2011,Dogwood Blossom,['Fionn Regan'],0.916,0.466,0.0264,0.0893,0.0553,0
2011,Against All Odds (Take A Look at Me Now) (feat. Westlife),"['Mariah Carey', 'Westlife']",0.584,0.471,0.514,0.103,0.0315,0
2011,"Chakra Expansion and Balance: Great for Holistic Healers, Reiki Masters",['Premium Sounds'],0.833,0.195,0.0128,0.111,0.0476,0
2011,Two Sleepy People,"['Marcus Gilmore', 'Danny Grissett', 'Vicente Archer']",0.965,0.445,0.0978,0.121,0.0397,0
2011,Drummer Boy,"['Justin Bieber', 'Busta Rhymes']",0.025,0.752,0.85,0.149,0.0819,0
2011,Exceptional,['China Anne McClain'],0.00215,0.675,0.888,0.197,0.0428,0
2011,Through The Dark,['Alexi Murdoch'],0.958,0.566,0.127,0.111,0.0439,0
2011,Mi Adolescencia A Los Cuarenta,"['Miguel Y Miguel', 'Serapio Ramirez']",0.355,0.709,0.529,0.282,0.0341,0
2011,Settle Down,['Kimbra'],0.0791,0.763,0.666,0.0733,0.0537,0
2011,One for My Baby (And One More for the Road),"['Tony Bennett', 'John Mayer']",0.82,0.573,0.324,0.0618,0.039,0
2011,That's How Country Boys Roll,['Billy Currington'],0.0579,0.674,0.919,0.113,0.0347,0
2011,Star of the Show (feat. Chevy Woods),"['Wiz Khalifa', 'Chevy Woods']",0.48,0.495,0.851,0.148,0.259,0
2011,Intro,['Lil Wayne'],0.00185,0.622,0.811,0.149,0.207,0
2011,Love Will Take You,['Angus & Julia Stone'],0.119,0.572,0.534,0.0816,0.0352,0
2011,"Baby, It's Cold Outside",['She & Him'],0.809,0.483,0.5,0.292,0.133,0
2011,Innocence,['NERO'],0.00126,0.377,0.736,0.0849,0.0623,0
2011,Rhode Island,['The Front Bottoms'],0.00192,0.556,0.814,0.197,0.0311,0
2011,Lucky Now,['Ryan Adams'],0.671,0.599,0.34,0.094,0.0418,0
2011,The A Team,['Ed Sheeran'],0.669,0.642,0.289,0.18,0.0367,0
2011,I Don't Give A Fuck,"['Lil Jon & The East Side Boyz', 'Mystikal', 'Krayzie Bone']",0.102,0.789,0.82,0.0873,0.334,0
2011,All By My Lonely,"['Kutt Calhoun', 'BG Bulletwound']",0.0474,0.697,0.275,0.183,0.0837,0
2011,Blue Monday - 2011 Total Version,['New Order'],0.000611,0.792,0.713,0.0855,0.0539,0
2011,All I Have Is Christ,['Sovereign Grace Music'],0.129,0.263,0.401,0.67,0.0315,0
2011,Deer In The Headlights,['Owl City'],0.0287,0.574,0.981,0.0697,0.0485,0
2011,Winter Wonderland (feat. Jack Jezzro),['Jack Jezzro'],0.934,0.701,0.258,0.106,0.0552,0
2011,El Paso Del Gigante,['Grupo Sonador'],0.00688,0.552,0.954,0.0853,0.0807,0
2011,I Hate Everything,['George Strait'],0.404,0.587,0.635,0.239,0.0283,0
2011,Screaming Bloody Murder,['Sum 41'],0.000413,0.36,0.987,0.283,0.157,0
2011,Alive,['Adelitas Way'],0.00357,0.524,0.976,0.102,0.0459,0
2011,Honeybee,['Seahaven'],0.885,0.754,0.0382,0.166,0.0411,0
2011,Atrae Mi Corazón,"['Marcos Brunet', 'Toma Tu Lugar']",0.86,0.502,0.152,0.317,0.0317,0
2011,Abortion,['Lil Wayne'],0.0154,0.329,0.866,0.221,0.268,0
2011,The Aviators,['Helen Jane Long'],0.866,0.22,0.0295,0.0752,0.0397,0
2011,All I Wanna Do Is Make Love to You - EP Version,['Halestorm'],0.0162,0.523,0.793,0.0967,0.0334,0
2011,Rio,['Low Cut Connie'],0.139,0.477,0.957,0.0632,0.0385,0
2011,That's My Girl,['Russell Dickerson'],0.115,0.482,0.795,0.125,0.0319,0
2011,Lucid Truth,['Blackmill'],0.0402,0.641,0.913,0.116,0.0346,0
2011,BTSTU (Demo),['Jai Paul'],0.73,0.644,0.291,0.0963,0.211,0
2011,We Don't Have To Take Our Clothes Off,['Jermaine Stewart'],0.0244,0.816,0.707,0.0469,0.0363,0
2011,Amor Fati,['Washed Out'],0.138,0.507,0.821,0.308,0.102,0
2011,No One But You (Only The Good Die Young) - Remastered 2011,['Queen'],0.555,0.522,0.408,0.095,0.0294,0
2011,Beso Tus Pies,"['Marcos Brunet', 'Toma Tu Lugar']",0.969,0.311,0.124,0.126,0.0368,0
2011,Revolting Children,['Matilda the Musical Original Cast'],0.469,0.715,0.703,0.288,0.059,0
2011,Mi Ranchito,['Estrellas De Tuzantla'],0.614,0.618,0.447,0.14,0.0452,0
2011,Miss Me,['Andy Grammer'],0.000689,0.525,0.772,0.161,0.0274,0
2011,Beastly,['Vulfpeck'],0.795,0.651,0.671,0.106,0.0472,0
2011,Spectrum,['Florence + The Machine'],0.0792,0.573,0.873,0.1,0.0506,0
2011,Too Damn Young,['Luke Bryan'],0.409,0.626,0.627,0.108,0.0265,0
2011,John the Revelator,"['Curtis Stigers', 'The Forest Rangers']",0.541,0.547,0.61,0.0945,0.0317,0
2011,Get Paid,['Emphatic'],0.0118,0.488,0.931,0.24,0.0392,0
2011,Original Sin,['INXS'],0.0129,0.689,0.629,0.0579,0.0384,0
2011,We Do It For Fun Pt.1,['Tha Joker'],0.0333,0.799,0.573,0.103,0.439,0
2011,Like a Star,['Mike Krol'],0.00163,0.406,0.792,0.357,0.0585,0
2011,"Bills, Bills, Bills (Glee Cast Version) (feat. Darren Criss)","['Glee Cast', 'Darren Criss']",0.392,0.833,0.441,0.149,0.152,0
2011,While My Guitar Gently Weeps,"['Tom Petty', 'Jeff Lynne', 'Steve Winwood', 'Dhani Harrison', 'Prince']",0.287,0.21,0.85,0.912,0.0587,0
2011,El Muletas (En Vivo),['Gerardo Ortiz'],0.45,0.586,0.929,0.233,0.129,0
2011,Amaranthine,['Amaranthe'],0.00414,0.349,0.755,0.184,0.0677,0
2011,Santa Baby,['Glee Cast'],0.6,0.706,0.308,0.254,0.0343,0
2011,Indescribable - Live,"['Kierra Sheard', 'BRL']",0.116,0.274,0.399,0.0792,0.0424,0
2011,I Love You,['Avril Lavigne'],0.021,0.596,0.801,0.318,0.0307,0
2011,Right There,"['Nicole Scherzinger', '50 Cent']",0.155,0.751,0.799,0.427,0.27,0
2011,Rain,['Brian Crain'],0.96,0.322,0.194,0.0959,0.0357,0
2011,Yuh Love,['Vybz Kartel'],0.232,0.502,0.685,0.148,0.347,0
2011,The Truth Is... (I Lied About Everything),['Theory of a Deadman'],0.00561,0.511,0.913,0.0766,0.0637,0
2011,Champagne Showers,"['LMFAO', 'Natalia Kills']",0.000826,0.59,0.824,0.636,0.386,0
2011,The Cascades,['Fleet Foxes'],0.858,0.271,0.274,0.103,0.0303,0
2011,Livin' On a High Wire,"['Adam Hicks', 'Bridgit Mendler', 'Naomi Scott']",0.0378,0.526,0.919,0.171,0.0496,0
2011,I'm Still In Love,['Alton Ellis'],0.0693,0.835,0.466,0.243,0.227,0
2011,Putting The Dog To Sleep,['The Antlers'],0.496,0.476,0.405,0.208,0.0355,0
2011,Severus and Lily,['Alexandre Desplat'],0.809,0.0647,0.0763,0.105,0.0478,0
2011,What About Now,['Lonestar'],0.498,0.739,0.688,0.17,0.0349,0
2011,Viol,['Gesaffelstein'],0.0000759,0.597,0.839,0.55,0.0377,0
2011,No Ordinary Love - Remastered,['Sade'],0.641,0.619,0.486,0.0918,0.0396,0
2011,Daughters,['The Story So Far'],0.0000531,0.355,0.994,0.354,0.131,0
2011,North Side Gal,['JD McPherson'],0.523,0.687,0.64,0.327,0.0515,0
2011,Body and Soul,"['Tony Bennett', 'Amy Winehouse']",0.87,0.342,0.249,0.152,0.0277,0
2011,Breathless,['Asking Alexandria'],0.0000497,0.315,0.995,0.105,0.231,0
2011,Blow Me Away - Featuring Valora,"['Breaking Benjamin', 'Valora']",0.0000325,0.535,0.93,0.0787,0.0545,0
2011,Relaxing Rain and Thunderstorm,['Nature Sounds'],0.0058,0.0645,0.596,0.348,0.215,0
2011,Who Do You Love,['Bernard Wright'],0.186,0.71,0.682,0.0614,0.0499,0
2011,Mas Que Tu Amigo,['Sonora Candela'],0.146,0.817,0.6,0.077,0.0423,0
2011,Dear Rosemary,['Foo Fighters'],0.0000205,0.514,0.864,0.313,0.0378,0
2011,You Don't Know Jack,['Luke Bryan'],0.549,0.593,0.549,0.141,0.0268,0
2011,Bloody Mary,['Lady Gaga'],0.0137,0.584,0.638,0.101,0.0302,0
2011,Think Of You,['Bleached'],0.078,0.219,0.906,0.265,0.0392,0
2011,Sweeter,['Gavin DeGraw'],0.0942,0.683,0.86,0.156,0.0364,0
2011,On The Rocks,['Grieves'],0.0421,0.592,0.509,0.0814,0.376,0
2011,Circles,['Hollywood Undead'],0.66,0.635,0.47,0.941,0.0287,0
2011,So Gone [What My Mind Says] - feat. Paul Wall,"['Jill Scott', 'Paul Wall']",0.197,0.746,0.5,0.194,0.0669,0
2011,Weekend,['Smith Westerns'],0.000761,0.396,0.851,0.0736,0.0312,0
2011,Crystals,['M|O|O|N'],0.367,0.779,0.465,0.107,0.191,0
2011,Crank It Up (feat. Akon),"['David Guetta', 'Akon']",0.0119,0.725,0.879,0.367,0.0551,0
2011,Silver Bells,['She & Him'],0.972,0.662,0.0691,0.178,0.0573,0
2011,We've Had Our Fun,['Tyler Childers'],0.865,0.574,0.306,0.117,0.0292,0
2011,"Hey Hey, My My",['Battleme'],0.986,0.48,0.141,0.0604,0.0546,0
2011,Lil' Red Riding Hood,['Sam The Sham & The Pharaohs'],0.727,0.756,0.39,0.0952,0.0346,0
2011,New York,['Snow Patrol'],0.27,0.353,0.511,0.0827,0.0299,0
2011,Hosanna,['Kirk Franklin'],0.127,0.693,0.961,0.711,0.149,0
2011,Fathers and Daughters,['Kristin Chenoweth'],0.851,0.448,0.23,0.112,0.0287,0
2011,Shell Suite,['Chad Valley'],0.000325,0.422,0.674,0.148,0.0295,0
2011,Rolling In The Deep (Glee Cast Version) (feat. Jonathan Groff),"['Glee Cast', 'Jonathan Groff']",0.755,0.621,0.455,0.334,0.0371,0
2011,Home For The Holidays (feat. Jack Jezzro),['Jack Jezzro'],0.902,0.701,0.243,0.0904,0.0495,0
2011,Whirring,['The Joy Formidable'],0.000129,0.335,0.968,0.341,0.0505,0
2011,Slumber,['NEEDTOBREATHE'],0.112,0.619,0.839,0.112,0.0601,0
2011,Love Don't Run,['Steve Holy'],0.475,0.512,0.532,0.0993,0.0301,0
2011,Baggage Claim - Radio Edit,['Miranda Lambert'],0.0657,0.701,0.934,0.0671,0.0403,0
2011,Second Chance,['Peter Bjorn and John'],0.0204,0.587,0.965,0.097,0.0885,0
2011,De Contrabando,['Jenni Rivera'],0.823,0.757,0.669,0.0834,0.0499,0
2012,The Sun Is Rising,['Britt Nicole'],0.463,0.427,0.625,0.0923,0.0353,0
2012,El Esqueleto,['Victimas Del Doctor Cerebro'],0.0402,0.556,0.872,0.151,0.174,0
2012,Something To Believe In,"['Jeremy Jordan', 'Kara Lindsay']",0.423,0.463,0.302,0.0996,0.0296,0
2012,2012,['Chris Brown'],0.283,0.592,0.415,0.0883,0.13,0
2012,C'est La Mort,['Canserbero'],0.417,0.735,0.732,0.0911,0.282,0
2012,1 Threw 8,['Mac Miller'],0.0123,0.443,0.666,0.115,0.375,0
2012,Wicked Game,['HIM'],0.00243,0.513,0.875,0.105,0.0484,0
2012,Heart Sutra,['Wah!'],0.89,0.156,0.216,0.111,0.0419,0
2012,good kid,['Kendrick Lamar'],0.0623,0.451,0.831,0.185,0.307,0
2012,Glad You Came,['The Wanted'],0.056,0.61,0.841,0.118,0.0692,0
2012,Living in the Moment,['Jason Mraz'],0.0482,0.65,0.628,0.119,0.0232,0
2012,Try 'n Hold Me Back,['Rob Bailey & The Hustle Standard'],0.179,0.548,0.853,0.272,0.0837,0
2012,Can't Shake You,['Gloriana'],0.247,0.651,0.696,0.114,0.0331,0
2012,Half Naked & Almost Famous,['Machine Gun Kelly'],0.00339,0.758,0.817,0.138,0.106,0
2012,Assassin's Creed III Main Theme,['Lorne Balfe'],0.0305,0.413,0.881,0.0789,0.118,0
2012,El Toro Mambo,['Banda La Jaripera Vol.1'],0.201,0.621,0.602,0.144,0.0437,0
2012,FANTASTIC BABY - Japanese ver.,['BIGBANG'],0.00455,0.723,0.828,0.0405,0.0729,0
2012,The Realm of Golden Helix,['Thierry David'],0.673,0.161,0.133,0.112,0.0437,0
2012,The One,['Deuce'],0.00749,0.614,0.754,0.0919,0.0255,0
2012,The Lion from the North - English Version,['Sabaton'],0.0000665,0.492,0.954,0.258,0.0507,0
2012,Little Road to Bethlehem,"['Rose Cousins', 'Don Brownrigg']",0.928,0.484,0.183,0.0971,0.0309,0
2012,Twerk It - Original,['V.I.C.'],0.0704,0.833,0.879,0.0829,0.223,0
2012,3 Spirituals for Orchestra: No. 2. Kum Bab Yah,"['Adolphus Hailstork', 'Virginia Symphony Orchestra', 'Joann Falletta']",0.945,0.141,0.00268,0.0756,0.0427,0
2012,Better Dig Two,['The Band Perry'],0.383,0.639,0.697,0.0891,0.054,0
2012,Ishq Wala Love,"['Vishal-Shekhar', 'Salim Merchant', 'Neeti Mohan', 'Shekhar Ravjiani']",0.533,0.711,0.295,0.0782,0.0334,0
2012,Rize of the Fenix,['Tenacious D'],0.021,0.42,0.688,0.131,0.0542,0
2012,Someone Like You,['Boyce Avenue'],0.614,0.439,0.207,0.187,0.0296,0
2012,Third Eye Sh*t,"['Joey Bada$$', 'PRO ERA', 'Capital Steez', 'CJ Fly', 'Chuck Strangers', 'Dyemond Lewis', 'Nyck Caution', 'Kirk Knight', 'Rokamouth', ""T'nah Apex"", 'Dessy Hinds']",0.62,0.612,0.665,0.104,0.412,0
2012,Be Mine,['Alabama Shakes'],0.176,0.442,0.791,0.121,0.0596,0
2012,"The Great Divide (from ""Secret of the Wings"")",['McClain Sisters'],0.0123,0.694,0.758,0.0622,0.0942,0
2012,Un Millón De Primaveras,['Joan Sebastian'],0.631,0.529,0.457,0.0703,0.0381,0
2012,"Song Of Mor'du - From ""Brave""/Soundtrack","['Patrick Doyle', 'Billy Connolly', 'Alex Norton', 'Carey Wilson', 'Scott Davies', 'Gordon Neville']",0.338,0.547,0.741,0.0602,0.125,0
2012,Rain With Light Thunderstorm,['Nature Sounds'],0.00583,0.158,0.574,0.347,0.179,0
2012,Ready Or Not,"['Britt Nicole', 'Lecrae']",0.0392,0.549,0.806,0.0909,0.102,0
2012,Wandering Sadhu,['Desert Dwellers'],0.226,0.561,0.551,0.0971,0.0354,0
2012,Singing In The Rain / Umbrella (Glee Cast Version) (feat. Gwyneth Paltrow),"['Glee Cast', 'Gwyneth Paltrow']",0.00724,0.596,0.74,0.357,0.0486,0
2012,Hand-Made,['alt-J'],0.965,0.363,0.114,0.113,0.0359,0
2012,If I Ever Get Around To Living,['John Mayer'],0.532,0.559,0.468,0.257,0.0284,0
2012,Run,['Daughter'],0.658,0.352,0.38,0.0841,0.036,0
2012,Tonight I’m Getting Over You,['Carly Rae Jepsen'],0.00549,0.72,0.776,0.365,0.043,0
2012,Amaryllis,['Shinedown'],0.000502,0.398,0.907,0.109,0.0407,0
2012,Live Like a Warrior,['Matisyahu'],0.0719,0.288,0.812,0.329,0.156,0
2012,Radio,['Lana Del Rey'],0.217,0.312,0.841,0.0876,0.0846,0
2012,Por un Caminito,['Brazeros Musical De Durango'],0.0135,0.652,0.909,0.73,0.0489,0
2012,Amiga Si Lo Ves,['Jenni Rivera'],0.712,0.636,0.48,0.103,0.0389,0
2012,Los Muros Caerán,['Miel San Marcos'],0.0112,0.46,0.962,0.915,0.157,0
2012,Kingdom,['Devin Townsend Project'],0.00000787,0.329,0.882,0.208,0.0639,0
2012,Pigskin,['Hollywood Undead'],0.000253,0.636,0.802,0.175,0.0318,0
2012,Dervish Dream,['Karunesh'],0.751,0.625,0.534,0.0934,0.042,0
2012,Morning Time (feat. Nicki Bluhm),"['The Brothers Comatose', 'Nicki Bluhm']",0.873,0.425,0.33,0.0871,0.031,0
2012,Rolling Stone,['The Weeknd'],0.405,0.693,0.323,0.149,0.0306,0
2012,Daughter Of The Moon,['Adriana Figueroa'],0.971,0.441,0.113,0.0773,0.0346,0
2012,LDLHAIBCSYWA,['Twiztid'],0.165,0.402,0.857,0.113,0.155,0
2012,Te Ves Fatal,['El Trono de Mexico'],0.352,0.754,0.696,0.184,0.0321,0
2012,Ass Back Home,['Secrets'],0.000894,0.528,0.929,0.149,0.0493,0
2012,Tu Mirada,['Reik'],0.00236,0.722,0.687,0.13,0.0288,0
2012,The Veldt - 8 Minute Edit,"['deadmau5', 'Chris James']",0.16,0.742,0.631,0.0685,0.0321,0
2012,Knock Knock,['Scattle'],0.358,0.747,0.751,0.143,0.0662,0
2012,Invincible,"['Machine Gun Kelly', 'Ester Dean']",0.0285,0.479,0.859,0.152,0.368,0
2012,Let Yourself Go,['Green Day'],0.00376,0.627,0.971,0.246,0.0376,0
2012,Mariposa de Barrio,['Jenni Rivera'],0.464,0.705,0.448,0.0702,0.0677,0
2012,For You,['Keith Urban'],0.0116,0.416,0.747,0.0625,0.0519,0
2012,Walk of Shame,['P!nk'],0.00112,0.667,0.902,0.0624,0.0988,0
2012,It's Nothin (feat. 2 Chainz),"['Wiz Khalifa', '2 Chainz']",0.0716,0.833,0.753,0.637,0.232,0
2012,Man In The Mirror,['Keke Palmer'],0.419,0.712,0.492,0.108,0.0656,0
2012,Angeleyes,['ABBA'],0.497,0.711,0.827,0.0822,0.0331,0
2012,Barrett's Privateers,['The Real McKenzies'],0.355,0.93,0.817,0.105,0.184,0
2012,Mundo de Piedra,['Canserbero'],0.00523,0.784,0.73,0.107,0.191,0
2012,Leathers,['Deftones'],0.0000561,0.28,0.861,0.0798,0.0647,0
2012,"Rella (feat. Hodgy, Domo Genesis & Tyler, The Creator)","['Odd Future', 'Hodgy', 'Domo Genesis', 'Tyler, The Creator']",0.159,0.545,0.75,0.147,0.312,0
2012,Aliens Fighting Robots,"['Mac Miller', 'Sir Michael Rocks']",0.264,0.645,0.804,0.208,0.221,0
2012,The Hurt & The Healer,['MercyMe'],0.0167,0.449,0.82,0.0931,0.0402,0
2012,Sails to the Wind,['Dirty Heads'],0.296,0.838,0.693,0.14,0.118,0
2012,D.D.,['The Weeknd'],0.479,0.68,0.707,0.511,0.0987,0
2012,Every Night,['Imagine Dragons'],0.0508,0.445,0.599,0.178,0.0298,0
2012,Burn (feat. Big Sean),"['Meek Mill', 'Big Sean']",0.327,0.67,0.895,0.269,0.349,0
2012,Still I Love You - Radio Version,['Gigi'],0.21,0.7,0.795,0.106,0.0786,0
2012,America,['Imagine Dragons'],0.00309,0.567,0.543,0.163,0.0313,0
2012,Don't Worry Baby,['The Beach Boys'],0.364,0.505,0.388,0.168,0.0302,0
2012,Bullseye,['KDrew'],0.000851,0.66,0.729,0.108,0.0529,0
2012,Uleleley - Radio Version,['Gigi'],0.0298,0.744,0.702,0.33,0.129,0
2012,Not Done Yet,['SOJA'],0.105,0.687,0.614,0.134,0.0427,0
2012,"Bitch, Don’t Kill My Vibe - Remix","['Kendrick Lamar', 'JAY-Z']",0.0479,0.625,0.773,0.201,0.235,0
2012,Thunderheads,['Cody Jinks'],0.0129,0.558,0.864,0.296,0.0621,0
2012,Rise To The Sun,['Alabama Shakes'],0.627,0.472,0.823,0.0924,0.0842,0
2012,You Are I Am,['MercyMe'],0.116,0.493,0.811,0.104,0.0457,0
2012,Werkin' Girls,['Angel Haze'],0.135,0.651,0.876,0.224,0.357,0
2012,Do Something,['Matthew West'],0.00153,0.574,0.919,0.0689,0.041,0
2012,Song of the Caged Bird,['Lindsey Stirling'],0.0265,0.476,0.643,0.109,0.0345,0
2012,Days Go By,['The Offspring'],0.0029,0.402,0.976,0.116,0.0712,0
2012,Saturday Night,['Wade Bowen'],0.00556,0.624,0.86,0.223,0.032,0
2012,Diamonds,['Rihanna'],0.00125,0.564,0.71,0.109,0.0461,0
2012,Gott Mit Uns - English Version,['Sabaton'],0.00128,0.436,0.942,0.406,0.0516,0
2012,Doggin Lover Piano Version - Piano Version,['Gigi'],0.039,0.804,0.76,0.244,0.162,0
2012,Fallin in Love,['King Lil G'],0.303,0.466,0.542,0.113,0.102,0
2012,Doggin Lover - Radio Version,['Gigi'],0.342,0.805,0.606,0.165,0.128,0
2012,Winter Wonderland,['Kenny G'],0.561,0.468,0.456,0.243,0.0285,0
2012,Uncaged,['Zac Brown Band'],0.00732,0.524,0.889,0.147,0.0513,0
2012,Theme from Beauty and the Beast,['Steven Bear'],0.993,0.453,0.0775,0.103,0.0514,0
2012,Chicka Chiquita - Radio Version,['Gigi'],0.000596,0.763,0.748,0.104,0.071,0
2012,Nuclear Family,['Green Day'],0.000074,0.437,0.988,0.599,0.0727,0
2012,The Hours,['Beach House'],0.0899,0.346,0.524,0.31,0.028,0
2012,Beso Al Aire (feat. América Sierra & Smoky),"['3BallMTY', 'América Sierra', 'Smoky']",0.0854,0.665,0.916,0.205,0.299,0
2012,Sunlight,"['Mac Miller', 'Iman Omari']",0.542,0.787,0.785,0.298,0.237,0
2012,Dios sabe lo que hace,['Samuel Hernández'],0.551,0.373,0.541,0.107,0.0287,0
2012,Dreams and Nightmares,['Meek Mill'],0.468,0.631,0.774,0.281,0.3,0
2012,Dig Gravedigger Dig,['Corb Lund'],0.456,0.732,0.424,0.13,0.0442,0
2012,This Ole Boy,['Craig Morgan'],0.0754,0.591,0.88,0.0434,0.0532,0
2012,Valley of the Dolls,['MARINA'],0.000314,0.552,0.669,0.113,0.0269,0
2012,Rain With Distant Thunderstorm,['Nature Sounds'],0.00583,0.158,0.574,0.347,0.179,0
2012,Jingle Bells,['Beegie Adair'],0.692,0.705,0.284,0.114,0.0374,0
2012,Gracias,['Moderatto'],0.0379,0.525,0.914,0.102,0.0362,0
2012,Don't Stop the Party (feat. TJR),"['Pitbull', 'Tjr']",0.0073,0.714,0.952,0.387,0.0894,0
2012,Taciturn,['Stone Sour'],0.0627,0.286,0.547,0.112,0.0318,0
2012,The Road,['Aaron Lewis'],0.16,0.632,0.667,0.123,0.0359,0
2012,Heart Of Stone,['Iko'],0.954,0.333,0.0839,0.0975,0.0407,0
2012,Dive Bar Beauty Queen (feat. Danny Boone & Pruno),"['Moonshine Bandits', 'Pruno', 'Danny Boone']",0.00454,0.867,0.671,0.096,0.169,0
2012,Nillili Mambo,['Block B'],0.0119,0.755,0.839,0.0905,0.0538,0
2012,Fuck The Po-Po - Live,['Corey Smith'],0.715,0.554,0.655,0.966,0.0363,0
2012,Losing,['Tenth Avenue North'],0.118,0.621,0.571,0.0961,0.0328,0
2012,Piano Concerto No. 2 Op. 102 in F Major: II. Andante,"['Dmitri Shostakovich', 'Alexander Melnikov', 'Mahler Chamber Orchestra', 'Teodor Currentzis']",0.983,0.186,0.00228,0.0718,0.0424,0
2012,Good As New,['Vacationer'],0.1,0.515,0.79,0.192,0.0665,0
2012,Wild Boy - Remix,"['Machine Gun Kelly', '2 Chainz', 'French Montana', 'Meek Mill', 'Mystikal', 'Steve O', 'Yo Gotti']",0.0287,0.77,0.605,0.221,0.195,0
2012,Lonely Star,['The Weeknd'],0.395,0.458,0.705,0.601,0.0672,0
2012,Forgiveness,['Matthew West'],0.00737,0.407,0.669,0.135,0.0337,0
2012,Waves,['Electric Guest'],0.0255,0.768,0.833,0.0975,0.0367,0
2012,Jesus In Disguise,['Brandon Heath'],0.183,0.514,0.697,0.358,0.026,0
2012,Hard Way Home,['Brandi Carlile'],0.482,0.726,0.667,0.0446,0.0491,0
2012,Breakn' a Sweat - Zedd Remix,"['Skrillex', 'The Doors', 'Zedd']",0.00675,0.58,0.952,0.278,0.0646,0
2012,Right Behind You Baby,['Ray Smith'],0.766,0.611,0.847,0.138,0.0613,0
2012,Angels (When She Shuts Her Eyes),['Mac Miller'],0.158,0.528,0.726,0.532,0.206,0
2012,Cheap Beer,['FIDLAR'],0.000199,0.284,0.961,0.365,0.0567,0
2012,The Tempest,['The Real McKenzies'],0.0649,0.476,0.539,0.243,0.0571,0
2012,Use Me,['Miguel'],0.0532,0.432,0.867,0.247,0.0593,0
2012,Kids in America,['The Muffs'],0.00363,0.372,0.821,0.0706,0.0822,0
2012,La Luz de Tus Ojos,['Los Armadillos de la Sierra'],0.594,0.945,0.477,0.0891,0.0575,0
2012,Underdog,['Imagine Dragons'],0.0038,0.685,0.831,0.124,0.042,0
2012,Clarks,"['Vybz Kartel', 'Popcaan', 'Gaza Slim']",0.0886,0.631,0.802,0.103,0.373,0
2012,Rock Show,['Halestorm'],0.0104,0.549,0.939,0.074,0.0482,0
2012,Ghost Assassin - Original Mix,"['Maduk', 'Veela']",0.00809,0.483,0.923,0.0929,0.0475,0
2012,Double Take,['Austin Moon'],0.00104,0.708,0.897,0.141,0.0466,0
2012,All Alright,['fun.'],0.00158,0.321,0.786,0.105,0.0516,0
2012,Don't Let the Green Grass Fool You (Live),['The California Honeydrops'],0.457,0.533,0.524,0.604,0.0712,0
2012,Change,['Alex G'],0.961,0.668,0.314,0.108,0.0479,0
2012,Wake Me,['Message To Bears'],0.516,0.35,0.563,0.0984,0.0279,0
2012,Don't Front,"['Joey Bada$$', 'CJ Fly']",0.381,0.613,0.808,0.262,0.248,0
2012,Morgan Street,['Turnpike Troubadours'],0.0155,0.659,0.621,0.213,0.0247,0
2012,Brother,['Matt Corby'],0.215,0.59,0.754,0.109,0.0402,0
2012,Montana,['Pierce Edens'],0.53,0.627,0.566,0.111,0.0362,0
2012,One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,"['Asaf Avidan', 'The Mojos', 'Wankelmut']",0.223,0.826,0.668,0.167,0.0571,0
