year,name,artists,acousticness,danceability,energy,liveness,speechiness,weight
2012,All Around The World,"['Justin Bieber', 'Ludacris']",0.019,0.689,0.816,0.181,0.178,0
2012,Narco Corridos,['King Lil G'],0.059,0.72,0.688,0.0961,0.264,0
2012,Forest Green (feat. Mike G),"['Odd Future', 'Mike G']",0.127,0.57,0.803,0.662,0.334,0
2012,Let It Burn,['Avatar'],0.00013,0.597,0.942,0.15,0.031,0
2012,Let's Get Lost,"['Beck', 'Bat For Lashes']",0.0621,0.614,0.783,0.0756,0.0417,0
2012,El Microbito,['Fobia'],0.13,0.701,0.926,0.111,0.0327,0
2012,Locked,['Four Tet'],0.00237,0.783,0.745,0.102,0.0839,0
2012,Butterfly,"['Bassnectar', 'Mimi Page']",0.00231,0.32,0.624,0.0851,0.0321,0
2012,Million Voices,['Otto Knows'],0.00533,0.679,0.732,0.088,0.0526,0
2012,Love Love Love - AU Master,['Avalanche City'],0.188,0.519,0.494,0.159,0.0263,0
2012,Quién Diría,['Ricardo Arjona'],0.407,0.626,0.574,0.17,0.03,0
2012,Santa Claus Is Coming To Town,['Rod Stewart'],0.598,0.749,0.466,0.27,0.0514,0
2012,Swan Lake,['Blackalicious'],0.121,0.894,0.53,0.353,0.22,0
2012,Lucky Strike,['Maroon 5'],0.000637,0.674,0.74,0.111,0.0419,0
2012,On the Sea,['Beach House'],0.725,0.247,0.521,0.0938,0.0334,0
2012,Something To Dance For,['Zendaya'],0.00471,0.67,0.939,0.316,0.0647,0
2012,M.I.A.,"['Omarion', 'Wale']",0.0847,0.549,0.57,0.304,0.199,0
2012,Young & Gettin' It (feat. Kirko Bangz),"['Meek Mill', 'Kirko Bangz']",0.244,0.624,0.752,0.131,0.121,0
2012,Makeshift Chemistry,['Crown The Empire'],0.00026,0.525,0.958,0.391,0.0653,0
2012,If You Wanna Be Happy,['Jimmy Soul'],0.695,0.673,0.866,0.328,0.0391,0
2012,Capitol (feat. 2 Chainz),"['Curren$y', '2 Chainz']",0.131,0.704,0.569,0.111,0.0598,0
2012,Drive,['Incubus'],0.0661,0.639,0.849,0.15,0.0361,0
2012,The Game (Triple H),"['WWE', 'Motörhead']",0.00653,0.303,0.978,0.0958,0.122,0
2012,Must Be Nice (feat. Johanna Fay),"['G-Eazy', 'Johanna Fay']",0.00982,0.455,0.54,0.0972,0.0971,0
2012,Mind Of A Junkie,['Anders Osborne'],0.182,0.532,0.594,0.116,0.0301,0
2012,Go Your Own Way,['Lissie'],0.0158,0.509,0.456,0.108,0.0308,0
2012,Lace Up,"['Machine Gun Kelly', 'Lil Jon']",0.00131,0.82,0.9,0.189,0.0976,0
2012,Business Man,['Mother Mother'],0.0031,0.473,0.738,0.103,0.0426,0
2012,Special Victims And Ice-T,['John Mulaney'],0.743,0.504,0.884,0.758,0.95,0
2012,Gold,['Owl City'],0.107,0.502,0.931,0.0928,0.054,0
2012,Soothing Approaching Storm with Warning Thunder Rolls,['Nature Sounds'],0.148,0.0647,0.479,0.386,0.0518,0
2012,Still Livin',['Freddie Gibbs'],0.287,0.622,0.88,0.265,0.153,0
2012,All Night,['Parov Stelar'],0.223,0.793,0.578,0.293,0.0428,0
2012,We Are Young (Glee Cast Version),['Glee Cast'],0.0504,0.378,0.555,0.199,0.0498,0
2012,Death's Door,['Uncle Acid & The Deadbeats'],0.0269,0.235,0.92,0.231,0.071,0
2012,Beauty and the Beast (Beauty and the Beast),['Lullabyes'],0.928,0.668,0.162,0.101,0.115,0
2012,She Just Won't Believe Me,['Tame Impala'],0.219,0.138,0.28,0.37,0.0368,0
2012,Pearl Diver,['Mitski'],0.911,0.346,0.152,0.0957,0.0388,0
2012,You're Here,['Francesca Battistelli'],0.753,0.373,0.367,0.197,0.0283,0
2012,Y Qué Me Importa,['Conjunto Primavera'],0.172,0.662,0.752,0.134,0.0314,0
2012,Once Upon Another Time,['Sara Bareilles'],0.896,0.275,0.216,0.231,0.0493,0
2012,"Pani Da Rang Male (From ""Vicky Donor"")",['Ayushmann Khurrana'],0.272,0.679,0.622,0.106,0.0328,0
2012,Automovil,"['Ñejo', 'Dalmata']",0.278,0.79,0.765,0.0721,0.188,0
2012,Life & Favor (You Don't Know My Story),['John P Kee & New Life'],0.488,0.557,0.707,0.406,0.0559,0
2012,O I Long to Feel Your Arms Around Me,['Father John Misty'],0.389,0.426,0.453,0.123,0.027,0
2012,March to the Sea,['Baroness'],0.000821,0.537,0.908,0.108,0.0693,0
2012,(I Just) Died in Your Arms,['Throw The Fight'],0.000062,0.338,0.882,0.0684,0.108,0
2012,Shiver Shiver,['WALK THE MOON'],0.00282,0.629,0.721,0.128,0.0326,0
2012,Dickhead,['Madchild'],0.0652,0.875,0.66,0.0682,0.117,0
2012,Summer Knights,['Joey Bada$$'],0.513,0.485,0.596,0.239,0.11,0
2013,24/Seven,['Big Time Rush'],0.00684,0.664,0.739,0.0439,0.0713,0
2013,All the People Said Amen,['Matt Maher'],0.0247,0.685,0.875,0.0874,0.056,0
2013,Lord of the Rings,['The Piano Guys'],0.916,0.172,0.298,0.104,0.0332,0
2013,So Much Better,['Eminem'],0.252,0.719,0.858,0.628,0.25,0
2013,River Water,['Moon Taxi'],0.0727,0.679,0.696,0.235,0.031,0
2013,"Untouchable (feat. Logic, Kirk Knight)",['Dizzy Wright'],0.00318,0.648,0.882,0.423,0.297,0
2013,Outrun This!,['Arcade High'],0.000159,0.395,0.817,0.392,0.0392,0
2013,A Real Life,['Greek Fire'],0.000234,0.457,0.948,0.0744,0.075,0
2013,Aura,['Lady Gaga'],0.0252,0.71,0.822,0.173,0.0631,0
2013,El Motopsycho,['Los Inquietos Del Norte'],0.0875,0.787,0.901,0.0909,0.0807,0
2013,Biome Fest,['C418'],0.977,0.152,0.159,0.0771,0.0372,0
2013,Hold Onto Me,['Mayday Parade'],0.00324,0.46,0.621,0.131,0.0303,0
2013,Flight,['Hans Zimmer'],0.246,0.0777,0.363,0.129,0.0487,0
2013,Popular Song,"['MIKA', 'Ariana Grande']",0.156,0.665,0.809,0.0613,0.0464,0
2013,If You Have Ghosts,['Ghost'],0.00271,0.508,0.782,0.0812,0.0385,0
2013,Knight (feat. Domo Genesis),"['Earl Sweatshirt', 'Domo Genesis']",0.446,0.478,0.801,0.362,0.456,0
2013,Right There,"['Ariana Grande', 'Big Sean']",0.127,0.621,0.834,0.0854,0.105,0
2013,Nerds - Studio,['Bo Burnham'],0.32,0.764,0.722,0.0787,0.106,0
2013,Jealous of the Angels,['Donna Taggart'],0.953,0.589,0.129,0.107,0.0384,0
2013,God Man Blues,['Kolton Moore & the Clever Few'],0.472,0.595,0.378,0.0783,0.0602,0
2013,Atomic Bomb,['William Onyeabor'],0.0286,0.76,0.391,0.0582,0.0353,0
2013,We Like to Party - Original Mix,['Showtek'],0.000212,0.587,0.906,0.104,0.0419,0
2013,White Christmas,['Frank Sinatra'],0.77,0.288,0.193,0.164,0.0301,0
2013,American Girl,['Bonnie McKee'],0.00976,0.66,0.816,0.59,0.0344,0
2013,Recovery,['James Arthur'],0.00532,0.385,0.632,0.138,0.0488,0
2013,Critter,['B.E.N.D'],0.508,0.752,0.525,0.356,0.22,0
2013,California Sway,['Smooth Hound Smith'],0.366,0.638,0.441,0.36,0.0287,0
2013,Red Like Roses (Red Trailer) [feat. Casey Lee Williams],"['Jeff Williams', 'Casey Lee Williams']",0.0521,0.359,0.776,0.148,0.101,0
2013,This Train is Bound for Glory,"['Old Crow Medicine Show', 'Joel Rafael', 'Jimmy LaFave', 'Donovan', 'Rosanne Cash', 'John Leventhal', 'Sweet Honey In The Rock', 'Lucinda Williams', 'Judy Collins', 'Tom Morello', 'Ani DiFranco', 'Ry Cooder', 'Dan Gellert', 'Jackson Browne', 'The Del McCoury Band', 'Tony Trischka', ""Tim O'Brien"", 'John Mellencamp', ""Ramblin' Jack Elliott""]",0.158,0.392,0.942,0.802,0.559,0
2013,One Summer Night,['The Danleers'],0.883,0.421,0.356,0.288,0.0286,0
2013,Pretty Little Psycho,['maaargarete'],0.00369,0.561,0.776,0.0696,0.0763,0
2013,"Twinkle, Twinkle, Little Star",['The Wiggles'],0.536,0.302,0.385,0.224,0.0293,0
2013,Bird Call,['Mac Miller'],0.225,0.688,0.791,0.396,0.267,0
2013,Sophie,"[""Bear's Den""]",0.799,0.586,0.276,0.192,0.0323,0
2013,Don't Hold the Wall,['Justin Timberlake'],0.262,0.702,0.621,0.53,0.0988,0
2013,The Jerall Mountains,['Jeremy Soule'],0.97,0.152,0.185,0.0964,0.0398,0
2013,Flexin & Finessin,['Speaker Knockerz'],0.0191,0.688,0.773,0.496,0.0416,0
2013,Tuscan Leather,['Drake'],0.114,0.522,0.679,0.231,0.405,0
2013,Jodye,['A$AP Rocky'],0.0192,0.706,0.525,0.112,0.204,0
2013,Guillaume Tell (William Tell): Overture (arr. F. Wrede for 2 pianos 8 hands): Andante -,"['Gioachino Rossini', 'Ferdinand Wrede', '12 Pianists']",0.991,0.414,0.0187,0.0513,0.0557,0
2013,Masser,['Jeremy Soule'],0.979,0.0746,0.0749,0.0744,0.0477,0
2013,It'z Just What We Do,['Florida Georgia Line'],0.0167,0.505,0.918,0.611,0.0469,0
2013,Through It All,['Spoken'],0.000189,0.511,0.884,0.0899,0.0412,0
2013,Lead Me Out of the Dark,['Crown The Empire'],0.893,0.473,0.468,0.363,0.0503,0
2013,No Pares,['Tierra Cali'],0.161,0.781,0.647,0.315,0.0395,0
2013,"Because Dreaming Costs Money, My Dear",['Mitski'],0.975,0.355,0.169,0.138,0.0338,0
2013,Super Mario Kart (Title Theme),['8-Bit Arcade'],0.762,0.712,0.818,0.126,0.047,0
2013,El Señor de los Cielos,['Los Cuates de Sinaloa'],0.498,0.821,0.64,0.158,0.0349,0
2013,If There's Time,['ODESZA'],0.0016,0.47,0.633,0.257,0.0323,0
2013,Birthday,['Selena Gomez'],0.00494,0.642,0.839,0.534,0.0455,0
2013,Space Unicorn,['Parry Gripp'],0.00138,0.66,0.924,0.108,0.0865,0
2013,Butterflies,['Zendaya'],0.231,0.606,0.855,0.155,0.0804,0
2013,Crimson Day,['Avenged Sevenfold'],0.00271,0.537,0.627,0.115,0.0288,0
2013,God Is Dead?,['Black Sabbath'],0.000193,0.379,0.726,0.0578,0.0332,0
2013,Take Me,['RÜFÜS DU SOL'],0.168,0.719,0.773,0.0952,0.0463,0
2013,Grapefruit,['Yuno'],0.21,0.61,0.588,0.0998,0.025,0
2013,Recordando a Mi Padre,['Traviezoz de la Zierra'],0.339,0.611,0.514,0.245,0.0596,0
2013,La Vie En Rose,['Gypsy Jazz Caravan'],0.564,0.589,0.226,0.0829,0.0579,0
2013,Gypsy,['Lady Gaga'],0.0124,0.564,0.745,0.146,0.0403,0
2013,Together,['The xx'],0.436,0.604,0.315,0.101,0.0247,0
2013,Miss Movin' On,['Fifth Harmony'],0.0297,0.464,0.845,0.302,0.0508,0
2013,Killing You,['Asking Alexandria'],0.0000864,0.354,0.985,0.902,0.19,0
2013,Keys 2 the City,['Nipsey Hussle'],0.0435,0.479,0.908,0.493,0.372,0
2013,Smooth Sailing,['Queens of the Stone Age'],0.0546,0.587,0.874,0.0511,0.0544,0
2013,White Lies - EP Version,['Max Frost'],0.153,0.695,0.878,0.0764,0.0441,0
2013,Badtameez Dil,"['Benny Dayal', 'Shefali Alvares']",0.24,0.805,0.932,0.216,0.0684,0
2013,Next,['Emily Rubye'],0.905,0.401,0.0963,0.134,0.0355,0
2013,Tiny Raindrop,['Balance And Composure'],0.0000277,0.512,0.951,0.252,0.0661,0
2013,LoveHate Thing (feat. Sam Dew),"['Wale', 'Sam Dew']",0.0771,0.736,0.691,0.0422,0.169,0
2013,Shine Your Way,"['Owl City', 'Yuna']",0.00756,0.696,0.45,0.0687,0.0482,0
2013,Leaving With Me,['J Boog'],0.0249,0.758,0.598,0.0368,0.0465,0
2013,"As Long As You're Mine - From ""Wicked"" Original Broadway Cast Recording/2003","['Idina Menzel', 'Leo Norbert Butz']",0.752,0.472,0.449,0.113,0.0314,0
2013,Wild Out (feat. Waka Flocka Flame & Paige),"['Borgore', 'Waka Flocka Flame', 'Paige']",0.0254,0.644,0.926,0.186,0.0566,0
2013,Comeback Kid (That's My Dog),['Brett Dennen'],0.0239,0.475,0.822,0.101,0.0433,0
2013,Get It,['Run The Jewels'],0.00251,0.801,0.69,0.124,0.0989,0
2013,Young Love,['Kip Moore'],0.00398,0.419,0.621,0.14,0.0297,0
2013,Holes,['Passenger'],0.506,0.431,0.484,0.117,0.0583,0
2013,House of Stone,['Mandolin Orange'],0.926,0.441,0.2,0.0864,0.0287,0
2013,Skinnamarink,['Sing n Play'],0.37,0.77,0.476,0.0984,0.0365,0
2013,See Me,"['Tech N9ne', 'Wiz Khalifa', 'B.o.B']",0.00923,0.761,0.76,0.469,0.378,0
2013,Bad Blood,['Bastille'],0.0157,0.663,0.777,0.0755,0.0375,0
2013,Fantastic Man,['William Onyeabor'],0.00182,0.7,0.756,0.0575,0.0575,0
2013,"There, There",['The Wonder Years'],0.0119,0.399,0.737,0.204,0.0408,0
2013,Doc McStuffins Theme Song,['China Anne McClain'],0.341,0.781,0.783,0.115,0.0458,0
2013,Fuck Faces - Mixed,['Scarface'],0.155,0.766,0.906,0.243,0.199,0
2013,Hold Up (feat. Nipsey Hustle),"['Marion Band$', 'Nipsey Hustle']",0.385,0.714,0.654,0.0895,0.316,0
2013,Shark Attack,['Grouplove'],0.000264,0.449,0.635,0.332,0.0397,0
2013,How Do I Live,['Trisha Yearwood'],0.627,0.566,0.452,0.118,0.0267,0
2013,Soy el Mismo,['Prince Royce'],0.132,0.733,0.654,0.137,0.0447,0
2013,Fuck You,['Bad Religion'],0.00146,0.563,0.952,0.348,0.0962,0
2013,Out for a Rip,['Shark Tank'],0.0392,0.515,0.942,0.373,0.564,0
2013,"O Come, O Come, Emmanuel",['The Piano Guys'],0.954,0.124,0.22,0.0931,0.042,0
2013,Satellites,['Kevin Gates'],0.0453,0.711,0.887,0.164,0.128,0
2013,Surf Crazy,"['Spencer Lee', 'Keely Hawkes', 'Teen Beach Movie Cast']",0.155,0.426,0.953,0.132,0.106,0
2013,Tell Me How You Like It,['Florida Georgia Line'],0.0251,0.37,0.827,0.16,0.0307,0
2013,Waiting All Night (feat. Ella Eyre),"['Rudimental', 'Ella Eyre']",0.00264,0.544,0.728,0.427,0.05,0
2013,Part II (On The Run),"['JAY-Z', 'Beyoncé']",0.279,0.601,0.636,0.455,0.0938,0
2013,Con El,['Jenni Rivera'],0.662,0.751,0.526,0.253,0.0351,0
2013,Your Side Of The Bed,['Little Big Town'],0.676,0.61,0.383,0.0949,0.0322,0
2013,Fuck It!,['Days N Daze'],0.561,0.513,0.428,0.462,0.0642,0
2013,Tattooed Heart,['Ariana Grande'],0.414,0.535,0.519,0.142,0.0273,0
2013,Haunt Muskie,['C418'],0.894,0.518,0.278,0.0763,0.0337,0
2013,"Some Time Alone, Alone","[""Melody's Echo Chamber""]",0.00898,0.446,0.959,0.28,0.0485,0
2013,Me and My Cello (Happy Together),['The Piano Guys'],0.915,0.595,0.349,0.067,0.0392,0
2013,Without Me,"['Fantasia', 'Kelly Rowland', 'Missy Elliott']",0.129,0.713,0.687,0.214,0.21,0
2013,Mamita (feat. Natalia Lafourcade),"['Rawayana', 'Natalia Lafourcade']",0.0637,0.817,0.526,0.107,0.0374,0
2013,What He Don't Know,['Anarbor'],0.000552,0.591,0.922,0.083,0.0614,0
2013,Hey Now - When I Give You All My Lovin',['Romare'],0.786,0.866,0.342,0.178,0.0527,0
2013,Intro,['C418'],0.739,0.194,0.105,0.16,0.0449,0
2013,Una Entre Un Millón,['Banda Rancho Viejo De Julio Aramburo La Bandononona'],0.467,0.734,0.483,0.105,0.031,0
2013,In the House - In a Heartbeat,['John Murphy'],0.0208,0.433,0.111,0.0594,0.035,0
2013,Bad (feat. Tiara Thomas),"['Wale', 'Tiara Thomas']",0.015,0.867,0.638,0.157,0.0643,0
2013,Journey's End,['Jeremy Soule'],0.95,0.125,0.085,0.0915,0.0405,0
2013,Short Crush,['B.E.N.D'],0.543,0.561,0.411,0.268,0.0318,0
2013,Rock City,['Kings of Leon'],0.00857,0.424,0.708,0.178,0.0787,0
2013,Forget To Forget You,['Scotty McCreery'],0.394,0.623,0.738,0.284,0.0303,0
2013,Let the Groove Get In,['Justin Timberlake'],0.204,0.785,0.841,0.29,0.064,0
2013,Stone,['Alice In Chains'],0.0000061,0.456,0.867,0.0914,0.0399,0
2013,Evil Twin,['Eminem'],0.0529,0.648,0.91,0.0834,0.363,0
2013,The Summer,['Citizen'],0.000137,0.276,0.835,0.186,0.0508,0
2013,That XX,['G-DRAGON'],0.533,0.763,0.47,0.133,0.0433,0
2013,Looking Like This,['Lyre Le Temps'],0.0657,0.74,0.762,0.182,0.158,0
2013,Taswell,['C418'],0.452,0.422,0.274,0.0496,0.0348,0
2013,Power Glove,['Knife Party'],0.000105,0.674,0.953,0.498,0.0835,0
2013,The Boys Are Back,['Dropkick Murphys'],0.000154,0.188,0.949,0.261,0.0613,0
2013,Si No Te Quisiera,"['Juan Magán', 'Belinda', 'Lapiz Conciente']",0.181,0.707,0.869,0.0669,0.0706,0
2013,All Alright,['Zac Brown Band'],0.072,0.445,0.554,0.111,0.0264,0
2013,Woody Allen,['AJR'],0.000676,0.536,0.81,0.331,0.0298,0
2013,LIFE,['Jon Bellion'],0.065,0.431,0.649,0.0998,0.0679,0
2013,Breaking Down,['Mini Thin'],0.183,0.738,0.582,0.305,0.126,0
2013,Fehu,['Wardruna'],0.14,0.53,0.7,0.393,0.0349,0
2013,post traumatic all-night-long,['salvia palth'],0.69,0.352,0.619,0.111,0.0341,0
2013,Skeleton,['The Front Bottoms'],0.00858,0.419,0.931,0.0991,0.068,0
2013,Melodies,['Madison Beer'],0.0501,0.477,0.919,0.539,0.218,0
2013,Life Round Here,['James Blake'],0.455,0.605,0.661,0.109,0.0443,0
2013,Smoke the Weed (feat. Collie Buddz),"['Snoop Lion', 'Collie Buddz']",0.016,0.645,0.821,0.156,0.153,0
2013,Seasons Of Love (Glee Cast Version),['Glee Cast'],0.618,0.605,0.507,0.122,0.0259,0
2013,Can't Believe It (feat. Pitbull),"['Flo Rida', 'Pitbull']",0.0214,0.747,0.83,0.0639,0.0899,0
2013,One Of Those Nights,['Tim McGraw'],0.0114,0.525,0.776,0.117,0.0321,0
2013,Halo,"['Ane Brun', 'Linnea Olsson']",0.951,0.579,0.133,0.138,0.0384,0
2013,Volver a Comenzar,['Marc Anthony'],0.567,0.422,0.881,0.137,0.0389,0
2013,Let Me Know,['Hi-C'],0.0806,0.553,0.665,0.358,0.455,0
2013,Meth Labs & Moonshine,['Mini Thin'],0.422,0.616,0.679,0.0718,0.541,0
2013,The White River,['Jeremy Soule'],0.989,0.0594,0.0356,0.0896,0.0456,0
2013,Will You Still Love Me Tomorrow,['Leslie Grace'],0.258,0.627,0.778,0.108,0.0491,0
2013,Last Chance,"['Kaskade', 'Project 46']",0.0613,0.413,0.851,0.107,0.0605,0
2013,Voy a Pistearme el Dolor,['Régulo Caro'],0.168,0.605,0.663,0.072,0.0414,0
2013,Bugatti,"['Ace Hood', 'Wiz Khalifa', 'T.I.', 'Meek Mill', 'French Montana', '2 Chainz', 'Future', 'DJ Khaled', 'Birdman']",0.0818,0.675,0.648,0.584,0.161,0
2013,Belief,['Ben Fankhauser'],0.666,0.463,0.431,0.131,0.0368,0
2013,Ain't No Reason,['Brett Dennen'],0.641,0.672,0.377,0.12,0.0467,0
2013,Crockpot,['Slothrust'],0.00263,0.38,0.537,0.148,0.0383,0
2013,Give It All To Me,"['Mavado', 'Nicki Minaj']",0.0158,0.477,0.707,0.129,0.342,0
2013,20 Wave Caps (feat. Domo Genesis),"['Earl Sweatshirt', 'Domo Genesis']",0.0582,0.498,0.748,0.281,0.434,0
2013,Pressure,['The 1975'],0.0484,0.492,0.846,0.0768,0.067,0
2013,Elevate,['St. Lucia'],0.00767,0.541,0.982,0.291,0.107,0
2013,Violence (Enough Is Enough),['A Day To Remember'],0.0000482,0.176,0.993,0.0996,0.162,0
2013,Dead City Radio And The New Gods Of Supertown,['Rob Zombie'],0.000434,0.514,0.955,0.461,0.0857,0
2013,Galway Girl,['The High Kings'],0.542,0.477,0.789,0.192,0.0499,0
2013,"Frío, Frío - En Vivo Estadio Olímpico De República Dominicana/2012","['Juan Luis Guerra 4.40', 'Romeo Santos']",0.753,0.574,0.879,0.952,0.0387,0
2013,Paldogangsan,['BTS'],0.0789,0.564,0.945,0.0873,0.243,0
2013,Young Volcanoes,['Fall Out Boy'],0.00123,0.599,0.853,0.37,0.0365,0
2013,Motherboard,['Daft Punk'],0.512,0.548,0.707,0.105,0.0352,0
2013,Stupid,['Kacey Musgraves'],0.401,0.613,0.798,0.0847,0.033,0
2013,Your Glory / Nothing But The Blood - Live,['All Sons & Daughters'],0.171,0.384,0.391,0.701,0.0312,0
2013,Versace,['Migos'],0.0384,0.841,0.729,0.276,0.239,0
2013,"Heimr Àrnadalr - From ""Frozen""/Score",['Christophe Beck'],0.994,0.162,0.0757,0.246,0.0389,0
2013,We Must Go On,['Pretty Lights'],0.0391,0.64,0.775,0.19,0.041,0
2013,Young Lady,"['Kid Cudi', 'Father John Misty']",0.00384,0.526,0.971,0.312,0.0457,0
2013,El Felino,['Grupo Laberinto'],0.4,0.657,0.456,0.0969,0.042,0
2013,Step Out,['José González'],0.0142,0.432,0.583,0.159,0.0448,0
2013,New York City,['Current Joys'],0.542,0.607,0.659,0.0625,0.0351,0
2013,Entertainment,['Phoenix'],0.00133,0.402,0.72,0.325,0.0473,0
2013,Control,['King Kendrick'],0.207,0.508,0.927,0.298,0.389,0
2013,The Nexus,['Amaranthe'],0.000121,0.503,0.963,0.0916,0.124,0
2013,Blood on the Risers (Gory Gory What a Helluva Way to Die),['American Paratrooper'],0.963,0.6,0.297,0.5,0.0537,0
2013,I Knew This Would Be Love,['Imaginary Future'],0.958,0.643,0.117,0.108,0.0355,0
2013,This Down Here (feat. Colt Ford),"['Lil Wyte', 'Jelly Roll', 'Colt Ford']",0.085,0.648,0.55,0.147,0.0369,0
2013,Fine Again,['Seether'],0.00046,0.434,0.852,0.214,0.0294,0
2013,Says,['Nils Frahm'],0.862,0.217,0.23,0.725,0.0324,0
2013,What I Believe,['Skillet'],0.0518,0.466,0.928,0.0629,0.0657,0
2013,DEJA VU - Extended ver.,['dave rodgers'],0.102,0.568,0.966,0.105,0.0626,0
2013,Angus McFife,['Gloryhammer'],0.000229,0.495,0.961,0.338,0.0356,0
2013,How Does It Feel?,['Citizen'],0.0018,0.409,0.577,0.491,0.035,0
2013,American Hero,['Rainbow Kitten Surprise'],0.0362,0.702,0.533,0.0831,0.0855,0
2013,Carrion,"['Treyarch', 'Clark S. Nova']",0.0000405,0.512,0.89,0.305,0.051,0
2013,Almost Lover,['Jasmine Thompson'],0.97,0.479,0.189,0.0948,0.0465,0
2013,If I Could Change Your Mind,['HAIM'],0.0183,0.671,0.85,0.0766,0.0426,0
2013,Ding Dong! Merrily on High,"['Choir of Clare College, Cambridge', 'Orchestra of Clare College, Cambridge', 'John Rutter']",0.989,0.296,0.256,0.0594,0.0451,0
2013,"Don't Call It Love - 12"" Version",['Zero 7'],0.056,0.821,0.53,0.15,0.0348,0
2013,Tranquila,['J Balvin'],0.0298,0.718,0.679,0.126,0.197,0
2013,Blood Brothers,['Luke Bryan'],0.16,0.54,0.724,0.0341,0.0446,0
2013,Lights - Single Version,['Ellie Goulding'],0.0323,0.68,0.799,0.123,0.0347,0
2013,Stairway to Heaven (Live At The Kennedy Center Honors),['Heart'],0.22,0.236,0.508,0.983,0.0601,0
2013,Hipocresía,['Marc Anthony'],0.591,0.646,0.807,0.029,0.0316,0
2013,Vacation,['G.R.L.'],0.0171,0.488,0.811,0.52,0.16,0
2013,I'll Be Home For Christmas (If Only In My Dreams),['Frank Sinatra'],0.93,0.295,0.147,0.117,0.0308,0
2013,Back On The Map,['Kacey Musgraves'],0.224,0.704,0.636,0.156,0.0236,0
2013,Waltz in C Minor (Only for Piano),['Yiruma'],0.993,0.377,0.0725,0.174,0.0584,0
2013,Empty Chairs At Empty Tables,['Eddie Redmayne'],0.944,0.386,0.0688,0.101,0.0496,0
2013,Wish the Wind Would Blow Me,['Bob Schneider'],0.593,0.473,0.198,0.108,0.0374,0
2014,Be Prepared,"['Jeremy Irons', 'Whoopi Goldberg', 'Cheech Marin', 'Jim Cummings']",0.139,0.687,0.628,0.102,0.13,0
2014,Source,['Fever the Ghost'],0.0542,0.612,0.77,0.608,0.0353,0
2014,Secrets,['Mary Lambert'],0.026,0.789,0.555,0.215,0.041,0
2014,JDNT,['Glass Animals'],0.152,0.486,0.49,0.0778,0.0347,0
2014,"EYES, NOSE, LIPS",['TAEYANG'],0.686,0.645,0.536,0.0736,0.0363,0
2014,Voices,['Sturgill Simpson'],0.602,0.573,0.352,0.229,0.0419,0
2014,Love Again (Akinyele Back),"['Run The Jewels', 'Gangsta Boo']",0.135,0.789,0.678,0.0738,0.303,0
2014,Cheat Codes,['Nitro Fun'],0.000287,0.626,0.96,0.894,0.0837,0
2014,Feel The Volume,['Jauz'],0.153,0.725,0.918,0.113,0.0676,0
2014,Cut Your Bangs,['Radiator Hospital'],0.149,0.551,0.735,0.204,0.0274,0
2014,Agony,"['Chris Pine', 'Billy Magnussen']",0.912,0.449,0.19,0.107,0.0479,0
2014,West,['Sleeping At Last'],0.926,0.419,0.139,0.112,0.0383,0
2014,El Señor de los Cielos,['Ariel Camacho y Los Plebes Del Rancho'],0.742,0.684,0.677,0.0805,0.042,0
2014,Home/Dirty Paws,['Gardiner Sisters'],0.85,0.663,0.208,0.114,0.0313,0
2014,Don't Say Goodnight,['Hot Chelle Rae'],0.0064,0.599,0.791,0.0924,0.0585,0
2014,Hollywood,"['RAC', 'Penguin Prison']",0.119,0.945,0.546,0.121,0.0519,0
2014,"Show Me (feat. Trey Songz, Juicy J, 2 Chainz & Chris Brown) - Remix","['Kid Ink', 'Trey Songz', 'Juicy J', '2 Chainz', 'Chris Brown']",0.0224,0.787,0.485,0.246,0.114,0
2014,El Mentado,['Ariel Camacho y Los Plebes Del Rancho'],0.663,0.61,0.542,0.111,0.0438,0
2014,Limos,"['Vince Staples', 'Teyana Taylor']",0.307,0.594,0.732,0.111,0.417,0
2014,My Sidepiece,"['The Louisiana Blues Brothas', 'Pokey', 'Major Clark Jr.']",0.227,0.675,0.742,0.287,0.032,0
2014,Undefeated,"['KB', 'Derek Minor']",0.256,0.687,0.7,0.206,0.305,0
2014,Watch,['Curtis Williams'],0.0452,0.874,0.419,0.144,0.228,0
2014,Go Solo,['Tom Rosenthal'],0.985,0.586,0.0907,0.126,0.0384,0
2014,After the Disco,['Broken Bells'],0.00226,0.729,0.74,0.13,0.0258,0
2014,Deeper,['Freddie Gibbs'],0.261,0.388,0.79,0.464,0.38,0
2014,That Life,['Ñengo Flow Ft Dvice y Gaona'],0.0778,0.414,0.914,0.469,0.303,0
2014,Pantyhose,['TV Girl'],0.505,0.522,0.847,0.217,0.0395,0
2014,Ain't Nothin' Free,['SMO'],0.0137,0.53,0.565,0.274,0.255,0
2014,Promise To Love,['Kem'],0.318,0.612,0.504,0.108,0.108,0
2014,Outro: Do You Think It Makes Sense?,['BTS'],0.0698,0.634,0.814,0.146,0.0406,0
2014,Alone Again (Naturally),"['Diana Krall', 'Michael Bublé']",0.951,0.608,0.208,0.131,0.0316,0
2014,Conrad,['Ben Howard'],0.91,0.574,0.322,0.0836,0.0264,0
2014,Appreciated,['Rixton'],0.00742,0.573,0.769,0.101,0.0364,0
2014,Horsey,['Macross 82-99'],0.0154,0.484,0.829,0.548,0.0996,0
